Clave Entidad,Entidad federativa,Clave Municipio ,Municipio,Total,Procedentes,Improcedentes,Otro,No especificado
12,Guerrero,024,Cualác,NA,NA,NA,NA,NA
12,Guerrero,025,Cuautepec,   20,   20,   0,   0,   0
12,Guerrero,026,Cuetzala del Progreso,NA,NA,NA,NA,NA
12,Guerrero,027,Cutzamala de Pinzón,NA,NA,NA,NA,NA
12,Guerrero,028,Chilapa de Álvarez,   651,   441,   210,   0,   0
12,Guerrero,029,Chilpancingo de los Bravo,NA,NA,NA,NA,NA
12,Guerrero,030,Florencio Villarreal,NA,NA,NA,NA,NA
12,Guerrero,031,General Canuto A. Neri,NA,NA,NA,NA,NA
12,Guerrero,032,General Heliodoro Castillo,NA,NA,NA,NA,NA
12,Guerrero,033,Huamuxtitlán,NA,NA,NA,NA,NA
12,Guerrero,034,Huitzuco de los Figueroa,   270,   270,   0,   0,   0
12,Guerrero,035,Iguala de la Independencia,NA,NA,NA,NA,NA
12,Guerrero,036,Igualapa,NA,NA,NA,NA,NA
12,Guerrero,037,Ixcateopan de Cuauhtémoc,NA,NA,NA,NA,NA
12,Guerrero,038,Zihuatanejo de Azueta,  1 339,   869,   206,   264,   0
12,Guerrero,039,Juan R. Escudero,NA,NA,NA,NA,NA
12,Guerrero,040,Leonardo Bravo,   15,   10,   5,   0,   0
12,Guerrero,041,Malinaltepec,NA,NA,NA,NA,NA
12,Guerrero,042,Mártir de Cuilapan,NA,NA,NA,NA,NA
12,Guerrero,043,Metlatónoc,NA,NA,NA,NA,NA
12,Guerrero,044,Mochitlán,NA,NA,NA,NA,NA
12,Guerrero,045,Olinalá,NA,NA,NA,NA,NA
12,Guerrero,046,Ometepec,NA,NA,NA,NA,NA
12,Guerrero,047,Pedro Ascencio Alquisiras,NA,NA,NA,NA,NA
12,Guerrero,048,Petatlán,NA,NA,NA,NA,NA
12,Guerrero,049,Pilcaya,NA,NA,NA,NA,NA
12,Guerrero,050,Pungarabato,   35,   32,   3,   0,   0
12,Guerrero,051,Quechultenango,NA,NA,NA,NA,NA
12,Guerrero,052,San Luis Acatlán,  1 420,  1 380,   40,   0,   0
12,Guerrero,053,San Marcos,   42,   34,   8,   0,   0
12,Guerrero,054,San Miguel Totolapan,NA,NA,NA,NA,NA
12,Guerrero,055,Taxco de Alarcón,NA,NA,NA,NA,NA
12,Guerrero,056,Tecoanapa,NA,NA,NA,NA,NA
12,Guerrero,057,Técpan de Galeana,   80,   80,   0,   0,   0
12,Guerrero,058,Teloloapan,   10,   10,   0,   0,   0
12,Guerrero,059,Tepecoacuilco de Trujano,NA,NA,NA,NA,NA
12,Guerrero,060,Tetipac,NA,NA,NA,NA,NA
12,Guerrero,061,Tixtla de Guerrero,   464,   350,   24,   90,   0
12,Guerrero,062,Tlacoachistlahuaca,NA,NA,NA,NA,NA
12,Guerrero,063,Tlacoapa,NA,NA,NA,NA,NA
12,Guerrero,064,Tlalchapa,NA,NA,NA,NA,NA
12,Guerrero,065,Tlalixtaquilla de Maldonado,NA,NA,NA,NA,NA
12,Guerrero,066,Tlapa de Comonfort,NA,NA,NA,NA,NA
12,Guerrero,067,Tlapehuala,   0,   0,   0,   0,   0
12,Guerrero,068,La Unión de Isidoro Montes de Oca,   36,   28,   8,   0,   0
12,Guerrero,069,Xalpatláhuac,NA,NA,NA,NA,NA
12,Guerrero,070,Xochihuehuetlán,NA,NA,NA,NA,NA
12,Guerrero,071,Xochistlahuaca,NA,NA,NA,NA,NA
12,Guerrero,072,Zapotitlán Tablas,NA,NA,NA,NA,NA
12,Guerrero,073,Zirándaro,NA,NA,NA,NA,NA
12,Guerrero,074,Zitlala,NA,NA,NA,NA,NA
12,Guerrero,075,Eduardo Neri,   402,   364,   38,   0,   0
12,Guerrero,076,Acatepec,NA,NA,NA,NA,NA
12,Guerrero,077,Marquelia,NA,NA,NA,NA,NA
12,Guerrero,078,Cochoapa el Grande,NA,NA,NA,NA,NA
12,Guerrero,079,José Joaquín de Herrera,NA,NA,NA,NA,NA
12,Guerrero,080,Juchitán,NA,NA,NA,NA,NA
12,Guerrero,081,Iliatenco,NA,NA,NA,NA,NA
13,Hidalgo,000,,  47 192,  35 100,  11 992,   100,-
13,Hidalgo,001,Acatlán,   522,   508,   14,   0,   0
13,Hidalgo,002,Acaxochitlán,NA,NA,NA,NA,NA
13,Hidalgo,003,Actopan,NA,NA,NA,NA,NA
13,Hidalgo,004,Agua Blanca de Iturbide,NA,NA,NA,NA,NA
13,Hidalgo,005,Ajacuba,   420,   395,   25,   0,   0
13,Hidalgo,006,Alfajayucan,   72,   59,   13,   0,   0
13,Hidalgo,007,Almoloya,NA,NA,NA,NA,NA
13,Hidalgo,008,Apan,NA,NA,NA,NA,NA
13,Hidalgo,009,El Arenal,   818,   359,   459,   0,   0
13,Hidalgo,010,Atitalaquia,-,-,-,-,-
13,Hidalgo,011,Atlapexco,NA,NA,NA,NA,NA
13,Hidalgo,012,Atotonilco el Grande,  1 250,  1 085,   65,   100,   0
13,Hidalgo,013,Atotonilco de Tula,-,-,-,-,-
13,Hidalgo,014,Calnali,NA,NA,NA,NA,NA
13,Hidalgo,015,Cardonal,NA,NA,NA,NA,NA
13,Hidalgo,016,Cuautepec de Hinojosa,NA,NA,NA,NA,NA
13,Hidalgo,017,Chapantongo,NA,NA,NA,NA,NA
13,Hidalgo,018,Chapulhuacán,NA,NA,NA,NA,NA
13,Hidalgo,019,Chilcuautla,NA,NA,NA,NA,NA
13,Hidalgo,020,Eloxochitlán,-,-,-,-,-
13,Hidalgo,021,Emiliano Zapata,NA,NA,NA,NA,NA
13,Hidalgo,022,Epazoyucan,NA,NA,NA,NA,NA
13,Hidalgo,023,Francisco I. Madero,NA,NA,NA,NA,NA
13,Hidalgo,024,Huasca de Ocampo,NA,NA,NA,NA,NA
13,Hidalgo,025,Huautla,  4 100,  4 100,   0,   0,   0
13,Hidalgo,026,Huazalingo,NA,NA,NA,NA,NA
13,Hidalgo,027,Huehuetla,-,-,-,-,-
13,Hidalgo,028,Huejutla de Reyes,NA,NA,NA,NA,NA
13,Hidalgo,029,Huichapan,  4 500,  4 100,   400,   0,   0
13,Hidalgo,030,Ixmiquilpan,NA,NA,NA,NA,NA
13,Hidalgo,031,Jacala de Ledezma,-,-,-,-,-
13,Hidalgo,032,Jaltocán,NA,NA,NA,NA,NA
13,Hidalgo,033,Juárez Hidalgo,-,-,-,-,-
13,Hidalgo,034,Lolotla,NA,NA,NA,NA,NA
13,Hidalgo,035,Metepec,NA,NA,NA,NA,NA
13,Hidalgo,036,San Agustín Metzquititlán,NA,NA,NA,NA,NA
13,Hidalgo,037,Metztitlán,NA,NA,NA,NA,NA
13,Hidalgo,038,Mineral del Chico,   750,   750,-,-,   0
13,Hidalgo,039,Mineral del Monte,NA,NA,NA,NA,NA
13,Hidalgo,040,La Misión,NA,NA,NA,NA,NA
13,Hidalgo,041,Mixquiahuala de Juárez,   800,   800,   0,   0,   0
13,Hidalgo,042,Molango de Escamilla,NA,NA,NA,NA,NA
13,Hidalgo,043,Nicolás Flores,NA,NA,NA,NA,NA
13,Hidalgo,044,Nopala de Villagrán,NA,NA,NA,NA,NA
13,Hidalgo,045,Omitlán de Juárez,-,-,-,-,-
13,Hidalgo,046,San Felipe Orizatlán,NA,NA,NA,NA,NA
13,Hidalgo,047,Pacula,NA,NA,NA,NA,NA
13,Hidalgo,048,Pachuca de Soto,NA,NA,NA,NA,NA
13,Hidalgo,049,Pisaflores,   16,   13,   3,   0,   0
13,Hidalgo,050,Progreso de Obregón,-,-,-,-,-
13,Hidalgo,051,Mineral de la Reforma,  9 201,  8 571,   630,   0,   0
13,Hidalgo,052,San Agustín Tlaxiaca,NA,NA,NA,NA,NA
13,Hidalgo,053,San Bartolo Tutotepec,-,-,-,-,-
13,Hidalgo,054,San Salvador,   330,   300,   30,   0,   0
13,Hidalgo,055,Santiago de Anaya,NA,NA,NA,NA,NA
13,Hidalgo,056,Santiago Tulantepec de Lugo Guerrero,  4 450,  2 150,  2 300,   0,   0
13,Hidalgo,057,Singuilucan,NA,NA,NA,NA,NA
13,Hidalgo,058,Tasquillo,   50,   42,   8,   0,   0
13,Hidalgo,059,Tecozautla,-,-,-,-,-
13,Hidalgo,060,Tenango de Doria,NA,NA,NA,NA,NA
13,Hidalgo,061,Tepeapulco,NA,NA,NA,NA,NA
13,Hidalgo,062,Tepehuacán de Guerrero,NA,NA,NA,NA,NA
13,Hidalgo,063,Tepeji del Río de Ocampo,  10 820,  3 246,  7 574,   0,   0
13,Hidalgo,064,Tepetitlán,   700,   499,   201,   0,   0
13,Hidalgo,065,Tetepango,   610,   580,   30,   0,   0
13,Hidalgo,066,Villa de Tezontepec,   158,   140,   18,   0,   0
13,Hidalgo,067,Tezontepec de Aldama,-,-,-,-,-
13,Hidalgo,068,Tianguistengo,NA,NA,NA,NA,NA
13,Hidalgo,069,Tizayuca,NA,NA,NA,NA,NA
13,Hidalgo,070,Tlahuelilpan,-,-,-,-,-
13,Hidalgo,071,Tlahuiltepa,NA,NA,NA,NA,NA
13,Hidalgo,072,Tlanalapa,NA,NA,NA,NA,NA
13,Hidalgo,073,Tlanchinol,NA,NA,NA,NA,NA
13,Hidalgo,074,Tlaxcoapan,-,-,-,-,-
13,Hidalgo,075,Tolcayuca,NA,NA,NA,NA,NA
13,Hidalgo,076,Tula de Allende,  6 857,  6 857,   0,   0,   0
13,Hidalgo,077,Tulancingo de Bravo,NA,NA,NA,NA,NA
13,Hidalgo,078,Xochiatipan,NA,NA,NA,NA,NA
13,Hidalgo,079,Xochicoatlán,NA,NA,NA,NA,NA
13,Hidalgo,080,Yahualica,   68,   46,   22,   0,   0
13,Hidalgo,081,Zacualtipán de Ángeles,NA,NA,NA,NA,NA
13,Hidalgo,082,Zapotlán de Juárez,NA,NA,NA,NA,NA
13,Hidalgo,083,Zempoala,NA,NA,NA,NA,NA
13,Hidalgo,084,Zimapán,   700,   500,   200,   0,   0
14,Jalisco,000,, 1 798 960,  657 505,  724 260,  417 195,-
14,Jalisco,001,Acatic,NA,NA,NA,NA,NA
14,Jalisco,002,Acatlán de Juárez,NA,NA,NA,NA,NA
14,Jalisco,003,Ahualulco de Mercado,   355,   355,   0,   0,   0
14,Jalisco,004,Amacueca,NA,NA,NA,NA,NA
14,Jalisco,005,Amatitán,NA,NA,NA,NA,NA
14,Jalisco,006,Ameca,-,-,-,-,-
14,Jalisco,007,San Juanito de Escobedo,   123,   123,   0,   0,   0
14,Jalisco,008,Arandas,   615,   567,   48,   0,   0
14,Jalisco,009,El Arenal,NA,NA,NA,NA,NA
14,Jalisco,010,Atemajac de Brizuela,   25,   25,   0,   0,   0
14,Jalisco,011,Atengo,NA,NA,NA,NA,NA
14,Jalisco,012,Atenguillo,NA,NA,NA,NA,NA
14,Jalisco,013,Atotonilco el Alto,NA,NA,NA,NA,NA
14,Jalisco,014,Atoyac,NA,NA,NA,NA,NA
14,Jalisco,015,Autlán de Navarro,NA,NA,NA,NA,NA
14,Jalisco,016,Ayotlán,NA,NA,NA,NA,NA
14,Jalisco,017,Ayutla,NA,NA,NA,NA,NA
14,Jalisco,018,La Barca,NA,NA,NA,NA,NA
14,Jalisco,019,Bolaños,NA,NA,NA,NA,NA
14,Jalisco,020,Cabo Corrientes,NA,NA,NA,NA,NA
14,Jalisco,021,Casimiro Castillo,NA,NA,NA,NA,NA
14,Jalisco,022,Cihuatlán,NA,NA,NA,NA,NA
14,Jalisco,023,Zapotlán el Grande,  18 069,  17 899,   170,   0,   0
14,Jalisco,024,Cocula,NA,NA,NA,NA,NA
14,Jalisco,025,Colotlán,   486,   486,   0,   0,   0
14,Jalisco,026,Concepción de Buenos Aires,   36,   36,   0,   0,   0
14,Jalisco,027,Cuautitlán de García Barragán,   150,   150,   0,   0,   0
14,Jalisco,028,Cuautla,NA,NA,NA,NA,NA
14,Jalisco,029,Cuquío,NA,NA,NA,NA,NA
14,Jalisco,030,Chapala,  12 775,  6 388,  6 387,   0,   0
14,Jalisco,031,Chimaltitán,   28,   28,   0,   0,   0
14,Jalisco,032,Chiquilistlán,NA,NA,NA,NA,NA
14,Jalisco,033,Degollado,   482,   260,   222,   0,   0
14,Jalisco,034,Ejutla,NA,NA,NA,NA,NA
14,Jalisco,035,Encarnación de Díaz,NA,NA,NA,NA,NA
14,Jalisco,036,Etzatlán,   260,   240,   20,   0,   0
14,Jalisco,037,El Grullo,NA,NA,NA,NA,NA
14,Jalisco,038,Guachinango,NA,NA,NA,NA,NA
14,Jalisco,039,Guadalajara,NA,NA,NA,NA,NA
14,Jalisco,040,Hostotipaquillo,NA,NA,NA,NA,NA
14,Jalisco,041,Huejúcar,NA,NA,NA,NA,NA
14,Jalisco,042,Huejuquilla el Alto,NA,NA,NA,NA,NA
14,Jalisco,043,La Huerta,NA,NA,NA,NA,NA
14,Jalisco,044,Ixtlahuacán de los Membrillos,-,-,-,-,-
14,Jalisco,045,Ixtlahuacán del Río,NA,NA,NA,NA,NA
14,Jalisco,046,Jalostotitlán,NA,NA,NA,NA,NA
14,Jalisco,047,Jamay,NA,NA,NA,NA,NA
14,Jalisco,048,Jesús María,NA,NA,NA,NA,NA
14,Jalisco,049,Jilotlán de los Dolores,NA,NA,NA,NA,NA
14,Jalisco,050,Jocotepec,   165,   130,   35,   0,   0
14,Jalisco,051,Juanacatlán,   700,   700,   0,   0,   0
14,Jalisco,052,Juchitlán,NA,NA,NA,NA,NA
14,Jalisco,053,Lagos de Moreno,  324 832,  17 432,  307 400,   0,   0
14,Jalisco,054,El Limón,NA,NA,NA,NA,NA
14,Jalisco,055,Magdalena,NA,NA,NA,NA,NA
14,Jalisco,056,Santa María del Oro,   0,   0,   0,   0,   0
14,Jalisco,057,La Manzanilla de la Paz,NA,NA,NA,NA,NA
14,Jalisco,058,Mascota,  19 835,  6 075,  13 760,   0,   0
14,Jalisco,059,Mazamitla,   18,   10,   8,   0,   0
14,Jalisco,060,Mexticacán,NA,NA,NA,NA,NA
14,Jalisco,061,Mezquitic,NA,NA,NA,NA,NA
14,Jalisco,062,Mixtlán,NA,NA,NA,NA,NA
14,Jalisco,063,Ocotlán,  493 115,  20 075,  55 845,  417 195,   0
14,Jalisco,064,Ojuelos de Jalisco,   185,   175,   10,   0,   0
14,Jalisco,065,Pihuamo,   10,   5,   5,   0,   0
14,Jalisco,066,Poncitlán,NA,NA,NA,NA,NA
14,Jalisco,067,Puerto Vallarta,  623 551,  331 966,  291 585,   0,   0
14,Jalisco,068,Villa Purificación,NA,NA,NA,NA,NA
14,Jalisco,069,Quitupan,-,-,-,-,-
14,Jalisco,070,El Salto,-,-,-,-,-
14,Jalisco,071,San Cristóbal de la Barranca,NA,NA,NA,NA,NA
14,Jalisco,072,San Diego de Alejandría,NA,NA,NA,NA,NA
14,Jalisco,073,San Juan de los Lagos,NA,NA,NA,NA,NA
14,Jalisco,074,San Julián,   20,   20,   0,   0,   0
14,Jalisco,075,San Marcos,-,-,-,-,-
14,Jalisco,076,San Martín de Bolaños,NA,NA,NA,NA,NA
14,Jalisco,077,San Martín Hidalgo,NA,NA,NA,NA,NA
14,Jalisco,078,San Miguel el Alto,NA,NA,NA,NA,NA
14,Jalisco,079,Gómez Farías,NA,NA,NA,NA,NA
14,Jalisco,080,San Sebastián del Oeste,NA,NA,NA,NA,NA
14,Jalisco,081,Santa María de los Ángeles,NA,NA,NA,NA,NA
14,Jalisco,082,Sayula,NA,NA,NA,NA,NA
14,Jalisco,083,Tala,  1 246,  1 122,   124,   0,   0
14,Jalisco,084,Talpa de Allende,   316,   314,   2,   0,   0
14,Jalisco,085,Tamazula de Gordiano,NA,NA,NA,NA,NA
14,Jalisco,086,Tapalpa,NA,NA,NA,NA,NA
14,Jalisco,087,Tecalitlán,   70,   65,   5,   0,   0
14,Jalisco,088,Tecolotlán,   89,   89,   0,   0,   0
14,Jalisco,089,Techaluta de Montenegro,NA,NA,NA,NA,NA
14,Jalisco,090,Tenamaxtlán,NA,NA,NA,NA,NA
14,Jalisco,091,Teocaltiche,NA,NA,NA,NA,NA
14,Jalisco,092,Teocuitatlán de Corona,NA,NA,NA,NA,NA
14,Jalisco,093,Tepatitlán de Morelos,  13 274,  13 152,   122,   0,   0
14,Jalisco,094,Tequila,NA,NA,NA,NA,NA
14,Jalisco,095,Teuchitlán,NA,NA,NA,NA,NA
14,Jalisco,096,Tizapán el Alto,   204,   204,   0,   0,   0
14,Jalisco,097,Tlajomulco de Zúñiga,  56 326,  45 731,  10 595,   0,   0
14,Jalisco,098,San Pedro Tlaquepaque,  43 026,  6 367,  36 659,   0,   0
14,Jalisco,099,Tolimán,NA,NA,NA,NA,NA
14,Jalisco,100,Tomatlán,NA,NA,NA,NA,NA
14,Jalisco,101,Tonalá,  11 704,  10 469,  1 235,   0,   0
14,Jalisco,102,Tonaya,NA,NA,NA,NA,NA
14,Jalisco,103,Tonila,NA,NA,NA,NA,NA
14,Jalisco,104,Totatiche,NA,NA,NA,NA,NA
14,Jalisco,105,Tototlán,-,-,-,-,-
14,Jalisco,106,Tuxcacuesco,NA,NA,NA,NA,NA
14,Jalisco,107,Tuxcueca,   40,   20,   20,   0,   0
14,Jalisco,108,Tuxpan,   34,   31,   3,   0,   0
14,Jalisco,109,Unión de San Antonio,NA,NA,NA,NA,NA
14,Jalisco,110,Unión de Tula,NA,NA,NA,NA,NA
14,Jalisco,111,Valle de Guadalupe,NA,NA,NA,NA,NA
14,Jalisco,112,Valle de Juárez,NA,NA,NA,NA,NA
14,Jalisco,113,San Gabriel,NA,NA,NA,NA,NA
14,Jalisco,114,Villa Corona,NA,NA,NA,NA,NA
14,Jalisco,115,Villa Guerrero,NA,NA,NA,NA,NA
14,Jalisco,116,Villa Hidalgo,NA,NA,NA,NA,NA
14,Jalisco,117,Cañadas de Obregón,NA,NA,NA,NA,NA
14,Jalisco,118,Yahualica de González Gallo,NA,NA,NA,NA,NA
14,Jalisco,119,Zacoalco de Torres,NA,NA,NA,NA,NA
14,Jalisco,120,Zapopan,  176 626,  176 626,   0,   0,   0
14,Jalisco,121,Zapotiltic,   170,   170,   0,   0,   0
14,Jalisco,122,Zapotitlán de Vadillo,NA,NA,NA,NA,NA
14,Jalisco,123,Zapotlán del Rey,NA,NA,NA,NA,NA
14,Jalisco,124,Zapotlanejo,NA,NA,NA,NA,NA
14,Jalisco,125,San Ignacio Cerro Gordo,NA,NA,NA,NA,NA
15,México,000,,  289 794,  206 852,  82 942,-,-
15,México,001,Acambay de Ruíz Castañeda,NA,NA,NA,NA,NA
15,México,002,Acolman,NA,NA,NA,NA,NA
15,México,003,Aculco,NA,NA,NA,NA,NA
15,México,004,Almoloya de alquisiras,NA,NA,NA,NA,NA
15,México,005,Almoloya de juárez,NA,NA,NA,NA,NA
15,México,006,Almoloya del río,NA,NA,NA,NA,NA
15,México,007,Amanalco,NA,NA,NA,NA,NA
15,México,008,Amatepec,NA,NA,NA,NA,NA
15,México,009,Amecameca,  2 973,  2 445,   528,   0,   0
15,México,010,Apaxco,NA,NA,NA,NA,NA
15,México,011,Atenco,  8 030,  6 826,  1 204,   0,   0
15,México,012,Atizapán,NA,NA,NA,NA,NA
15,México,013,Atizapán de zaragoza,NA,NA,NA,NA,NA
15,México,014,Atlacomulco,NA,NA,NA,NA,NA
15,México,015,Atlautla,NA,NA,NA,NA,NA
15,México,016,Axapusco,NA,NA,NA,NA,NA
15,México,017,Ayapango,NA,NA,NA,NA,NA
15,México,018,Calimaya,NA,NA,NA,NA,NA
15,México,019,Capulhuac,NA,NA,NA,NA,NA
15,México,020,Coacalco de berriozábal,  10 979,  10 979,   0,   0,   0
15,México,021,Coatepec harinas,NA,NA,NA,NA,NA
15,México,022,Cocotitlán,NA,NA,NA,NA,NA
15,México,023,Coyotepec,NA,NA,NA,NA,NA
15,México,024,Cuautitlán,NA,NA,NA,NA,NA
15,México,025,Chalco,  3 593,  2 520,  1 073,   0,   0
15,México,026,Chapa de mota,   770,   620,   150,   0,   0
15,México,027,Chapultepec,NA,NA,NA,NA,NA
15,México,028,Chiautla,NA,NA,NA,NA,NA
15,México,029,Chicoloapan,NA,NA,NA,NA,NA
15,México,030,Chiconcuac,   650,   550,   100,   0,   0
15,México,031,Chimalhuacán,NA,NA,NA,NA,NA
15,México,032,Donato guerra,NA,NA,NA,NA,NA
15,México,033,Ecatepec de Morelos,  62 719,  23 672,  39 047,   0,   0
15,México,034,Ecatzingo,NA,NA,NA,NA,NA
15,México,035,Huehuetoca,NA,NA,NA,NA,NA
15,México,036,Hueypoxtla,NA,NA,NA,NA,NA
15,México,037,Huixquilucan,NA,NA,NA,NA,NA
15,México,038,Isidro fabela,NA,NA,NA,NA,NA
15,México,039,Ixtapaluca,  10 015,  10 015,   0,   0,   0
15,México,040,Ixtapan de la sal,NA,NA,NA,NA,NA
15,México,041,Ixtapan del oro,NA,NA,NA,NA,NA
15,México,042,Ixtlahuaca,NA,NA,NA,NA,NA
15,México,043,Xalatlaco,NA,NA,NA,NA,NA
15,México,044,Jaltenco,NA,NA,NA,NA,NA
15,México,045,Jilotepec,NA,NA,NA,NA,NA
15,México,046,Jilotzingo,NA,NA,NA,NA,NA
15,México,047,Jiquipilco,   168,   157,   11,   0,   0
15,México,048,Jocotitlán,  1 451,  1 066,   385,   0,   0
15,México,049,Joquicingo,-,-,-,-,-
15,México,050,Juchitepec,NA,NA,NA,NA,NA
15,México,051,Lerma,  6 064,  5 764,   300,   0,   0
15,México,052,Malinalco,NA,NA,NA,NA,NA
15,México,053,Melchor ocampo,NA,NA,NA,NA,NA
15,México,054,Metepec,  9 864,  9 864,   0,   0,   0
15,México,055,Mexicaltzingo,   6,   6,   0,   0,   0
15,México,056,Morelos,NA,NA,NA,NA,NA
15,México,057,Naucalpan de juárez,NA,NA,NA,NA,NA
15,México,058,Nezahualcóyotl,  39 606,  18 970,  20 636,   0,   0
15,México,059,Nextlalpan,NA,NA,NA,NA,NA
15,México,060,Nicolás romero,  13 731,  12 970,   761,   0,   0
15,México,061,Nopaltepec,NA,NA,NA,NA,NA
15,México,062,Ocoyoacac,NA,NA,NA,NA,NA
15,México,063,Ocuilan,NA,NA,NA,NA,NA
15,México,064,El Oro,NA,NA,NA,NA,NA
15,México,065,Otumba,NA,NA,NA,NA,NA
15,México,066,Otzoloapan,NA,NA,NA,NA,NA
15,México,067,Otzolotepec,NA,NA,NA,NA,NA
15,México,068,Ozumba,NA,NA,NA,NA,NA
15,México,069,Papalotla,NA,NA,NA,NA,NA
15,México,070,La Paz,   513,   467,   46,   0,   0
15,México,071,Polotitlán,NA,NA,NA,NA,NA
15,México,072,Rayón,NA,NA,NA,NA,NA
15,México,073,San Antonio la Isla,-,-,-,-,-
15,México,074,San Felipe del Progreso,NA,NA,NA,NA,NA
15,México,075,San martín de las pirámides,   10,   10,   0,   0,   0
15,México,076,San Mateo Atenco,NA,NA,NA,NA,NA
15,México,077,San Simón de Guerrero,NA,NA,NA,NA,NA
15,México,078,Santo Tomás,   73,   73,   0,   0,   0
15,México,079,Soyaniquilpan de Juárez,NA,NA,NA,NA,NA
15,México,080,Sultepec,NA,NA,NA,NA,NA
15,México,081,Tecámac,  1 951,  1 714,   237,   0,   0
15,México,082,Tejupilco,NA,NA,NA,NA,NA
15,México,083,Temamatla,   174,   50,   124,   0,   0
15,México,084,Temascalapa,NA,NA,NA,NA,NA
15,México,085,Temascalcingo,NA,NA,NA,NA,NA
15,México,086,Temascaltepec,NA,NA,NA,NA,NA
15,México,087,Temoaya,NA,NA,NA,NA,NA
15,México,088,Tenancingo,NA,NA,NA,NA,NA
15,México,089,Tenango del aire,   162,   126,   36,   0,   0
15,México,090,Tenango del valle,NA,NA,NA,NA,NA
15,México,091,Teoloyucan,   278,   183,   95,   0,   0
15,México,092,Teotihuacán,   531,   437,   94,   0,   0
15,México,093,Tepetlaoxtoc,  1 120,  1 100,   20,   0,   0
15,México,094,Tepetlixpa,NA,NA,NA,NA,NA
15,México,095,Tepotzotlán,NA,NA,NA,NA,NA
15,México,096,Tequixquiac,NA,NA,NA,NA,NA
15,México,097,Texcaltitlán,NA,NA,NA,NA,NA
15,México,098,Texcalyacac,NA,NA,NA,NA,NA
15,México,099,Texcoco,NA,NA,NA,NA,NA
15,México,100,Tezoyuca,NA,NA,NA,NA,NA
15,México,101,Tianguistenco,NA,NA,NA,NA,NA
15,México,102,Timilpan,NA,NA,NA,NA,NA
15,México,103,Tlalmanalco,   157,   90,   67,   0,   0
15,México,104,Tlalnepantla de baz,  19 402,  13 473,  5 929,   0,   0
15,México,105,Tlatlaya,NA,NA,NA,NA,NA
15,México,106,Toluca,  46 691,  46 205,   486,   0,   0
15,México,107,Tonatico,   0,   0,   0,   0,   0
15,México,108,Tultepec,   0,   0,   0,   0,   0
15,México,109,Tultitlán,  3 149,  3 149,   0,   0,   0
15,México,110,Valle de Bravo,NA,NA,NA,NA,NA
15,México,111,Villa de Allende,NA,NA,NA,NA,NA
15,México,112,Villa del Carbón,NA,NA,NA,NA,NA
15,México,113,Villa Guerrero,NA,NA,NA,NA,NA
15,México,114,Villa victoria,NA,NA,NA,NA,NA
15,México,115,Xonacatlán,  1 686,  1 486,   200,   0,   0
15,México,116,Zacazonapan,NA,NA,NA,NA,NA
15,México,117,Zacualpan,NA,NA,NA,NA,NA
15,México,118,Zinacantepec,-,-,-,-,-
15,México,119,Zumpahuacán,NA,NA,NA,NA,NA
15,México,120,Zumpango,NA,NA,NA,NA,NA
15,México,121,Cuautitlán izcalli,  41 180,  29 771,  11 409,   0,   0
15,México,122,Valle de chalco solidaridad,  2 068,  2 068,   0,   0,   0
15,México,123,Luvianos,   30,   26,   4,-,   0
15,México,124,San José del Rincón,NA,NA,NA,NA,NA
15,México,125,Tonanitla,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,000,,  19 316,  16 836,  2 260,   220,-
16,Michoacán de Ocampo,001,Acuitzio,   430,   430,   0,   0,   0
16,Michoacán de Ocampo,002,Aguililla,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,003,Álvaro Obregón,-,-,-,-,-
16,Michoacán de Ocampo,004,Angamacutiro,   6,   6,   0,   0,   0
16,Michoacán de Ocampo,005,Angangueo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,006,Apatzingán,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,007,Aporo,   11,   11,   0,   0,   0
16,Michoacán de Ocampo,008,Aquila,ND,ND,ND,ND,ND
16,Michoacán de Ocampo,009,Ario,  1 213,   963,   250,   0,   0
16,Michoacán de Ocampo,010,Arteaga,ND,ND,ND,ND,ND
16,Michoacán de Ocampo,011,Briseñas,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,012,Buenavista,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,013,Carácuaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,014,Coahuayana,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,015,Coalcomán de Vázquez Pallares,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,016,Coeneo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,017,Contepec,  2 100,  1 600,   500,   0,   0
16,Michoacán de Ocampo,018,Copándaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,019,Cotija,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,020,Cuitzeo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,021,Charapan,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,022,Charo,-,-,-,-,-
16,Michoacán de Ocampo,023,Chavinda,   140,   140,   0,   0,   0
16,Michoacán de Ocampo,024,Cherán,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,025,Chilchota,NA,NA,NA,NA,NA
